Telefónica;"HOTEL S&#900;AGUARDA ***";CARRETERA PORT LLIGAT, 28,BAJOS CADAQUES(GIRONA);CADAQUES;GIRONA;17488;
Telefónica;RESTAURANTE LOS FARAONES;CTRA CASTELLON KM 3 BAJO NAVE-5;ZARAGOZA;ZARAGOZA;50013;Restaurant
Telefónica;HOTEL RURAL EL REFUGIO;DISEMINADO CRUZ DE TEJEDA, S/N;TEJEDA;LAS PALMAS;35360;
Telefónica;AROMASDEDAKAR  LA LAGUNA;"SAN JUAN 12; BAJO";LA LAGUNA;TENERIFE;38203;Club
Telefónica;AROMASDEDAKAR C.C. BONAIRE;"CENTRO COMERCIAL BONAIRE ;BAJO KIOSCO K-4";ALDAYA;VALENCIA;46960;Club
Telefónica;HOTEL SIETE ISLAS ****;C/ VALVERDE Nº 14;MADRID;MADRID;28004;Hotel
Telefónica;HOTEL BARCELO PUEBLO PARK;FRA JOAN LLUBRES 16;PLAYA DE PALMA;ILLES BALEARS;07600;Hotel
Telefónica;HOTEL AMREY SANT PAU **;SAN QUINTíN, 52;BARCELONA;BARCELONA;08041;
Telefónica;COLEGIO INTERNACIONAL LOPE DE VEGA;CARRETERA DIPUTACION S/N BAJO;BENIDORM;ALICANTE;03500;Club
Telefónica;RESTAURANTE MALPICA;POLIGONO INDUSTRIAL MALPICA CALLE E Nº 32;POLIGONO MALPICA;ZARAGOZA;50057;Restaurant
Telefónica;HOTEL AZUL***;ACACIO GUTIERREZ,98;SUANCES;CANTABRIA;39340;
Telefónica;CLUB TENIS DE LA SALUD;C/MARE DE DEU DE LA SALUT, 75 BAJOS;BARCELONA;BARCELONA;8024;Club
Telefónica;RESTAURANTE TRITON;C/ ALFAMBRA 16 BAJO;BARCELONA;BARCELONA;08034;Restaurant
Telefónica;"RESTAURANTE AGUT D&#900;AVIGNON";TRINITAT Nº 3 -  BAJO - 08002 BARCELONA;BARCELONA;BARCELONA;08002;Restaurant
Telefónica;HOSPITAL SANT JOAN DE REUS;C/SANT JOAN S/N BAJO;REUS;TARRAGONA;43201;Club
Telefónica;HOTEL ALBAIDA***;CTRA. HUELVA-MATALASCAÑAS (URB. EL FARO 21;MAZAGON;HUELVA;21130;
Telefónica;HOTEL OCCIDENTAL CORAL BEACH****;CORAL BEACH S/N BAJO;MARBELLA;MALAGA;29600;Hotel
Telefónica;POUSADAS DE COMPOSTELA (POMBAL);POMBAL 11-12, BAJO;SANTIAGO DE COMPOSTELA;A CORUÑA;15.70;
Telefónica;HOTEL LAS TORRES  * * *;CAN PRATS S/N BAJOS;SANT ESTEVE SESROVIRES;BARCELONA;99999;Club
Telefónica;HOTEL BON RETORN***;CARRETERA NACIONAL II,KM.3;FIGUERAS;GIRONA;17600;
Telefónica;HOTEL SUNCLUB ****;"CARRETERA DE LA COSTA;1";SALOU;TARRAGONA;43840;Club
Telefónica;GOLF MONTJUIC;SEGURA S/N;BARCELONA;BARCELONA;08038;Club
Telefónica;HOTEL EMPERATRIZ III;CARRETERA DE MADRID ,KM. 2;SALAMANCA;SALAMANCA;37900;
Telefónica;ESTACION DE GUAGUAS GLOBAL ARUCAS;BRUNO PEREZ MEDINA, 4;ARUCAS;LAS PALMAS;35400;Airline Club
Telefónica;CAMPING CAP -BLANCH;PLAYA CAP-BLANCH, 25;ALTEA;ALICANTE;03590;Club
Telefónica;HOTEL ROCA ESMERALDA ***;PLAYA DE LEVANTE S/N  BAJO - (EDIFICIO  ESMERALDA);CALPE;ALICANTE;3710;
Telefónica;APARTAMENTOS VORAMAR;"AVINGUDA DIPUTACIO 81;BAJO";CAMBRILS;TARRAGONA;43850;Club
Telefónica;NOSTRUM CASTILLEJOS;CASTILLEJOS, 322 BARCELONA;BARCELONA;BARCELONA;08025;Club
Telefónica;NOSTRUM LLULL;LLULL, 198, LOCAL 2 BARCELONA;BARCELONA;BARCELONA;08005;Club
Telefónica;FUNDACIO ACADEMIA CENTRES MEDIQUES DE CATALUNYA I;MAJOR DE CAN CARALLEU 1-7(EDIFICIO);BARCELONA;BARCELONA;08017;Convention Center
Telefónica;HOTEL EL LABRADOR ***;CARRETERA DE EXTREMADURA 36,800;NAVALCARNERO;MADRID;28970;
Telefónica;RESTAURANT LA FONT DE PRADES;PL. DE LA FUENTE,4-5-6,POBLE ESPANYOL;BARCELONA;BARCELONA;08038;Restaurant
Telefónica;RESTAURANT HIVERNACLE DE LA CIUTAD;PASEO PICASSO S/N;BARCELONA;BARCELONA;08003;Restaurant
Telefónica;CLUB NATACION METROPOLE;PASEO ALONSO QUESADA S/N;LAS PALMAS DE G.C.;LAS PALMAS;35005;Club
Telefónica;SALA VIP SEVILLA;CARRETERA NACIONAL IV, KM 532(AEROPUERTO SAN PABLO;SEVILLA;SEVILLA;41020;Airline Club
Telefónica;HOTEL PARQUE PORRIÑO ***;SERVANDO RAMILO N-6-BJ-PORRIÑO;PORRIÑO;PONTEVEDRA;36400;
Telefónica;REAL GOLF DE BENDINAT;"CAMPOAMOR S/N;BAJO";CASTELL DE BENDINAT-CALVI;ILLES BALEARS;07181;Club
Telefónica;HOTEL SUANCES****;CEBALLOS, 45;SUANCES;CANTABRIA;39340;
Telefónica;HOTEL REAL ***;C/RREAL DEL ARRABAL,4;TOLEDO;TOLEDO;45003;
Telefónica;MC DONALDS VILAFRANCA DEL PENEDèS;AV TARRAGONA 130 ESQ MACABEO;VILAFRANCA DEL PENEDÈS;BARCELONA;08720;Restaurant
Telefónica;TIENDA TELEFONICA MARBELLA;PLAZA DEL GENERAL CHINCHILLA 2;MARBELLA;MALAGA;29600;Club
Telefónica;LA POSTA REAL SALON LA HERRADURA;CTRA. MEJORADA - SAN FERNANDO KM. 2, MADRID;SAN FERNANDO DE HENARES;MADRID;28529;Restaurant
Telefónica;RESTAURANTE LAS GALERAS;AVDA. DEL EJERCITO, 6, BAJO (HOTEL AC);GUADALAJARA;GUADALAJARA;19004;Restaurant
Telefónica;TIENDA TELEFONICA - SANT BOI DE LLOBREGAT;RONDA DE SANT RAMON 94;SANT BOI DE LLOBREGAT;BARCELONA;08830;Club
Telefónica;HOTEL RIO ESLA ***;"C/ ESTEBAN CORRAL 9;BAJO";CISTIERNA;LEON;24800;
Telefónica;HOTEL ROSALEDA DEL MIJARES***;TALES Nº 28 BAJO;MONTANEJOS;CASTELLON;12448;
Telefónica;TIENDA TELEFONICA JEREZ;PORVERA 15;JEREZ;CADIZ;11403;Club
Telefónica;HOTEL LAS VENTAS***;CARRETERA ZARAGOZA-LOGROÑO KM 10.5;UTEBO;ZARAGOZA;50180;
Telefónica;PALACIO LOS NEGRALEJOS SALON LOS BOXES;CTRA. MEJORADA - SAN FERNANDO KM. 3, MADRID;SAN FERNANDO DE HENARES;MADRID;28529;Restaurant
Telefónica;SEGANOSA;GANDARACHAN (ALXEN) S/N;SALVATERRA DO MIÑO;PONTEVEDRA;36211;Club
Telefónica;TIENDA TEABLA C.C. LA GRAN MANZANA;AVDA. ESPAñA,17;ALCOBENDAS;MADRID;28100;Club
Telefónica;SALA VIP 1 IBERIA T4;CAMINO DE LA MUÑOZA ED. MANDOS S/N;MADRID;MADRID;28042;Airline Club
Telefónica;CAFE BOTANICO;RUALASAL, 1 BAJO;SANTANDER;CANTABRIA;39001;Restaurant
Telefónica;APARTHOTEL CLUB BONANZA***;AVENIDA VENEZUELA, 10;PLAYA DE LAS AMERICAS (AR;TENERIFE;38660;
Telefónica;COMPOSTELA BEACH GOLF CLUB***;COMPOSTELA BEACH GOLF II , S/N;PLAYA DE LAS AMERICAS (AR;TENERIFE;38660;
Telefónica;MESON 5J;AUTOVIA LAS PALMAS GANDO,;TELDE;LAS PALMAS;35200;Restaurant
Telefónica;IBC INTENACIONAL BUSINESS CENTER;ISABEL COLBRAND, 6  5ª PLANTA;TRES CANTOS;MADRID;28050;Educational Institute
Telefónica;HOTEL TRES ANCLAS***;"VALLDIGNA 11;BAJO";PLAYA DE GANDIA;VALENCIA;46730;
Telefónica;OCCIDENTAL GRAND TEGUISE PLAYA****;AVDA. DEL JABLILLO, S/N.35509 COSTA TEGUISE;LANZAROTE;LAS PALMAS;35509;Hotel
Telefónica;OCCIDENTAL ALLEGRO  OASIS****;AVDA. DEL MAR, S/N.35509 COSTA TEGUISE;LANZAROTE;LAS PALMAS;35509;Hotel
Telefónica;APARTAMENTOS VALLE MARINA;LUGAR DE LA VERGA S/N;MOGAN;LAS PALMAS;35120;
Telefónica;PARQUE DENIA MANAGEMENT;CTRA. DENIA/JAVEA 118;DENIA;ALICANTE;3700;
Telefónica;HOTEL SAN REMO;"SA PERDIU S/N; BAJO";SAN ANTONIO;ILLES BALEARS;07852;
Telefónica;RESTAURANTE LA CUCANYA;RACó DE SANTA LLúCIA;VILANOVA I LA GELTRU;BARCELONA;08800;Restaurant
Telefónica;HOTEL BENALMADENA PALACE****;C/ CAMINO DE GILABERT, S/N;BENALMÁDENA;MALAGA;29630;Hotel
Telefónica;TIENDA TEABLA C.C. LA MORALEJA;AVDA. EUROPA S/N;ALCOBENDAS;MADRID;28100;Club
Telefónica;CLUB MIAMI BEACH;LAS ADELFAS, S/N, BAJO-18;SAN AGUSTIN-PLAYA DEL ING;LAS PALMAS;35100;
Telefónica;TIENDA TEABLA AGASTIA, 46-48;AGASTIA, 46-48;MADRID;MADRID;28027;Club
Telefónica;TIENDA TEABLA CC PLAZA NORTE 2;PARQUE COMERCIAL MEGAPARK- SALIDA 19 N-I;SAN SEBASTIÁN DE LOS REYE;MADRID;28700;Club
Telefónica;TIENDA TEABLA C.C.VALLSUR;Cº VIEJO DE SIMANCAS, S/N LOCAL 23;VALLADOLID;VALLADOLID;47008;Club
Telefónica;CLUB BAHIA MELONERAS;MAR CASPIO, S/N;MASPALOMAS (SAN BARTOLOME);LAS PALMAS;35100;
Telefónica;MC DONALDS PLAYA DEL INGLéS II;"AVDA. ALFERECES PROVISONALES, 35; LOCAL 20";SAN BARTOLOME DE TIRAJANA;LAS PALMAS;35100;Restaurant
Telefónica;MC DONALDS CC PALACIO DE HIELO;C/SILVANO,77;MADRID;MADRID;28043;Restaurant
Telefónica;HOTEL ALFONSO III;CAMI DE MAO 53;CIUTADELLA DE MENORCA;ILLES BALEARS;07760;Hotel
Telefónica;HOTEL CAMPOAMOR;"URB.LOMAS CAMPOAMOR ;Nº100";LOMAS DE CAMPOAMOR(ORIHUE;ALICANTE;03140;Hotel
Telefónica;HOTEL ROYAL COSTA***;C/SISTEMAS IBERICO 60 BAJO;TORREMOLINOS;MALAGA;29620;
Telefónica;"HOTEL S&#900;ESTANYOL";"CARRETERA PORT D&#900;ES TORRENT S/N";SAN ANTONIO;ILLES BALEARS;07820;
Telefónica;SOCIEDAD ESTATAL DE ESTIBA Y DESESTIBA DEL PTO. DE;"MUELLE SAN PEDRO S/N; BAJO";CARTAGENA;MURCIA;30205;Club
Telefónica;AYUNTAMIENTO DE BUSTARVIEJO;CALLE CONSTITUCIÓN 1;BUSTARVIEJO;MADRID;28720;Club
Telefónica;TIENDA TEABLA PZA. CARMEN, 5;PZA. CARMEN, 5;ZARAGOZA;ZARAGOZA;50004;Club
Telefónica;TIENDA TEABLA AV. CARLOS III, 46;AV. CARLOS III, 46;PAMPLONA;NAVARRA;31004;Club
Telefónica;RESTAURANTE CASA OMS;CARRETERA MALGRAT PALAFOLLS S/N  PALAFOLLS (BARCEL;PALAFOLLS;BARCELONA;08389;Restaurant
Telefónica;TIENDA TEABLA CC ITAROA;AV. INTXAURDIA, 5;HUARTE;NAVARRA;31620;Club
Telefónica;UNIEMPRESA;C:\ GRAN VíA, 71. 2º, 28013 MADRID;MADRID;MADRID;28013;Educational Institute
Telefónica;MC DONALDS PALMA;PLAZA JUAN CARLOS I, Nº 7;PALMA DE MALLORCA;ILLES BALEARS;07012;Restaurant
Telefónica;PUEBLO ELDORADO PLAYA;"CRA. N-340KM 1,143;BAJO (ELDORADO PLAYA)";CAMBRILS;TARRAGONA;43850;Club
Telefónica;MC DONALDS ESPAI GIRONES;CAMí DELS CARLINS, Nº 10 LOCAL 202-203;SALT;GIRONA;17190;Restaurant
Telefónica;CAFÉ BERLIN;MUNTANER, 240;BARCELONA;BARCELONA;08021;Club
Telefónica;HOTEL ASTARI;VIA AUGUSTA Nº 97, BAJO;TARRAGONA;TARRAGONA;43003;
Telefónica;HOTEL AC SALYMAR;C/REAL 32 PLAZA DE LA IGLESIA;SAN FERNANDO;CADIZ;11100;Hotel
Telefónica;CAMARA OFICIAL DE COMERCIO E INDUSTRIA (CORDOBA);"PEREZ DE CASTRO 1;1";CORDOBA;CORDOBA;14003;Convention Center
Telefónica;SALA VIP 2 IBERIA T4;CAMINO DE LA MUÑOZA ED. MANDOS S/N;MADRID;MADRID;28042;Airline Club
Telefónica;HOTEL MOZART CB*;MENENDEZ PELAYO  Nº 7, BAJO;VALLADOLID;VALLADOLID;47001;
Telefónica;CAMPING DE SANTILLANA;CARRETERA DE COMILLAS S/N BAJO;SANTILLANA DEL MAR;CANTABRIA;39330;Club
Telefónica;SALA VIP IBERIA T4 SAT;C/ CAMINO DE LA MUñOZA ED. MANDOS S/N;MADRID;MADRID;28042;Airline Club
Telefónica;HOTEL LES ROTES; PARTIDA LES ROTES Nº 71;DENIA;ALICANTE; 0370;
Telefónica;HOTEL LOS DELFINES;PAPA LUNA Nº 4;PEÑISCOLA;CASTELLON;12598;
Telefónica;RESTAURANTE CAMPIG ALFA;"C/ CALIDAD, 1;BAJO(POL. OLIVOS)";GETAFE;MADRID;28906;Restaurant
Telefónica;HOTEL LUX ALJARAFE **;AVENIDA PALOMARES ,18;SAN JUAN DE AZNALFARACHE;SEVILLA;41920;
Telefónica;HOTEL AMADEUS VALLADOLID SL*;MONTERO CALVO  Nº 16, BAJO;VALLADOLID;VALLADOLID;47001;
Telefónica;HOTEL LUXHOTEC**;AUTOVIA N II KM 44,5 (DIRECCION BARCELONA);ALOVERA;GUADALAJARA;19208;
Telefónica;HOSPEDERIA LA TERCIA;C/ TERCIA Nº 8,    BAJO;ALCALA DE HENARES;MADRID;28801;
Telefónica;APARTHOTEL MONTEMARINA***;LUGAR LA VERGA, S/N (PATALAVACA);ARGUINEGUIN (MOGAN);LAS PALMAS;35120;
Telefónica;PUERTO DEPORTIVO LUIS CAMPOMANES;URBANIZ. MASCARAT S/N BAJO;ALTEA;ALICANTE;03590;Marina
Telefónica;APARTHOTEL FOLIAS;LAS RETAMAS, 17;SAN AGUSTIN-PLAYA DEL ING;LAS PALMAS;35100;
Telefónica;FEDERACION MADRILEÑA FUTBOL SALA;"C/ MELENDEZ VALDES, 26; BAJO";MADRID;MADRID;28015;Club
Telefónica;ALFA HOTEL VALENCIA***;"MARIA ZAMBRANO;2-BAJO";"L&#900;ELIANA";VALENCIA;46183;
Telefónica;MC DONALDS CALETILLAS;AVDA. MARíTIMA, 202, BAJO;CANDELARIA;TENERIFE;38520;Restaurant
Telefónica;CLUB VILLAS BLANCAS;AVDA. TOUROPERADOR NECKERMANN, Nº 4;MASPALOMAS (SAN BARTOLOME);LAS PALMAS;35100;
Telefónica;MC DONALDS OROTAVA;P.I. SAN JERóNIMO, LOCAL Nº 6;LA OROTAVA;TENERIFE;38312;Restaurant
Telefónica;CAMPING EL GARROFER;CARRETERA C246 (C31) KM 39;BARCELONA;BARCELONA;08870;
Telefónica;APARTAMENTOS LAS MARISMAS DE CORRALEJO***;HURIAMEN, S/N (COD.67);CORRALEJO (FUERTEVENTURA);LAS PALMAS;35660;
Telefónica;MC DONALDS PARQUE MARíTIMO;"AVDA. CONSTITUCIóN, 5; BAJO";S/C DE TENERIFE;TENERIFE;38003;Restaurant
Telefónica;TAVERNA ESPINALER 1;CAMí RAL, 1;VILASSAR DE MAR;BARCELONA;08340;Club
Telefónica;MC DONALDS BARICINES;BARICENTRE,KM:6,700,LOC-215;BARBERÁ DEL VALLÉS;BARCELONA;08210;Restaurant
Telefónica;RESTAURANT CASA;C/ ROSELLÓ, 59 BAJO-2;BARCELONA;BARCELONA;08029;Restaurant
Telefónica;INSOTEL CLUB FORMENTERA PLAYA ****;VENDA DES PI DES CATALA S/N;PLAYA MIGJORN (FORMENTERA;ILLES BALEARS;07860;Hotel
Telefónica;MC DONALDS PLAYA DE LAS VISTAS;"LA HABANA, S/N; LOCAL 6";ARONA;TENERIFE;38650;Restaurant
Telefónica;MC DONALDS DOS HERMANAS;AVDA. DOCTOR FLEMING, S/N;DOS HERMANAS;SEVILLA;41700;Restaurant
Telefónica;RODILLA LAS ROZAS C.REAL;"C/REAL;4;BAJO";LAS ROZAS;MADRID;28230;Restaurant
Telefónica;MC DONALDS MANRESA;PARCELA 3, SECTOR EL TRULLOLS;MANRESA;BARCELONA;08240;Restaurant
Telefónica;APARTHOTEL ATENEA AVENTURA ****;AV. RAMON D`OLZINA AVINGUDA,52DLZINA,52,VILA-SECA,;VILASECA;BARCELONA;43480;Hotel
Telefónica;HOTEL BEATRIZ REY DON JAIME ****;AVDA. BALEARES,2 46023 - VALENCIA;VALENCIA;VALENCIA;46023;Hotel
Telefónica;HOTEL COSTA SUR;ESCALO (CALA DE BOU),87-BAJO (LOCAL BAR CASABLANCA;SANT AGUSTI DES VEDRA;ILLES BALEARS;07839;Hotel
Telefónica;MC DONALDS ELCHE;CTRA. N-340 ALICANTE A MURCIA;ELCHE;ALICANTE;03202;Restaurant
Telefónica;MC DONALDS ALCORCON;CTRA. N-V, KM 12,500;ALCORCÓN;MADRID;28925;Restaurant
Telefónica;APARTAMENTOS PLAYAMAR;"DORAMAS; 13";PUERTO DEL CARMEN (LANZAR;LAS PALMAS;35510;
Telefónica;CLUB LAS CALAS;GUAYADAQUE, 3;PUERTO DEL CARMEN (LANZAR;LAS PALMAS;35510;
Telefónica;MC DONALDS PLAZA;PLAZA ELíPTICA S/N;VIGO;PONTEVEDRA;36203;Restaurant
Telefónica;MC DONALDS SANT BOI;POL. IND.;SANT BOI;BARCELONA;08830;Restaurant
Telefónica;HOTEL CONDE RODRIGO II - ***;HUERTA LAS VIÑAS S/N;CIUDAD RODRIGO;SALAMANCA;37500;
Telefónica;AYUNTAMIENTO VILLANUEVA DEL PARDILLO BIBLIOTECA;PLAZA MAYOR Nº 1, BAJO;VILLANUEVA DEL PARDILLO;MADRID;28229;Club
Telefónica;HOTEL PRIMAVERA PARK***;PRIMAVERA S/N BAJO;BENIDORM;ALICANTE;03500;
Telefónica;CIBERCAFE EUROPEO;C/ GARCILASO Nº 118;BARCELONA;BARCELONA;08027;Restaurant
Telefónica;MC DONALDS MONTERA;C/ MONTERA, Nº 47;MADRID;MADRID;28013;Restaurant
Telefónica;MC DONALDS BENIDORM;PLAZA DE LA HISPANIDAD, Nº33;BENIDORM;ALICANTE;03500;Restaurant
Telefónica;HOTEL CONDAL **;BOQUERÍA,23 BAJO;BARCELONA;BARCELONA;08002;Convention Center
Telefónica;PALACIO DEL NEGRALEJO SALON LA PERGOLA;CTRA. MEJORADA - SAN FERNANDO KM. 3, MADRID;SAN FERNANDO DE HENARES;MADRID;28529;Restaurant
Telefónica;HOTEL TORCAL***;POL. CABANILLAS Nº4-B;CABANILLAS DEL CAMPO;GUADALAJARA;19171;
Telefónica;CAYBEACH PAPAGAYO;URBANIZACION LAS COLORADAS, S/N, PARCELA 14;PLAYA BLANCA (YAIZA) (LAN;LAS PALMAS;35580;
Telefónica;MARINA PALACE CLUB;"ES CALó 104; BAJOS";SAN JOSE (IBIZA);ILLES BALEARS;07830;
Telefónica;HOTEL BARON DEL POZO**;CARRETERA DE VILLANUEVA-ANDUJAR,S/N BAJO;CASTUERA;BADAJOZ;06420;
Telefónica;MARINA ALBORAN;"AVENIDA INGENIERO GABRIEL ROCA 4, ;1A (PANTALAN MA";PALMA DE MALLORCA;ILLES BALEARS;07014;Marina
Telefónica;HOTEL BENDINAT ****;C/ ANDRÉS FERRET SOBTAL 1, BAJO;BENDINAT;ILLES BALEARS;07015;Hotel
Telefónica;TIENDA TEABLA CC HISPANIA;CTRA. SAN JAVIER A LOS ALCáZARES;SAN JAVIER;MURCIA;30730;Club
Telefónica;MC DONALDS TELDE;"LUGAR LA MARETA, S/N; PARCELA 5";TELDE;LAS PALMAS;35212;Restaurant
Telefónica;TIENDA TEABLA CC PORTO PI;AV. GABRIEL ROCA, 54;SANT AGUSTI;ILLES BALEARS;07015;Club
Telefónica;TIENDA TEABLA SAN MIGUEL, 47;C/ SAN MIGUEL, 47;PALMA DE MALLORCA;ILLES BALEARS;07002;Club
Telefónica;TIENDA TEABLA JUAN DE AUSTRIA, 17;C/ DON JUAN DE AUSTRIA, 17;VALENCIA;VALENCIA;46002;Club
Telefónica;MC DONALDS SAN PABLO;C.C. CONTINENTE;SEVILLA;SEVILLA;41020;Restaurant
Telefónica;TIENDA TEABLA C.C.LA MOREA;BARRIO LA MOREA, S/N;CORDOVILLA;NAVARRA;31191;Club
Telefónica;TIENDA TEABLA C.C. GUADACORTE;CARRETERA NACIONAL 340 SALIDA 112 - POLIGONO INDUS;LOS BARRIOS;CADIZ;11379;Club
Telefónica;MC DONALDS VECINDARIO MALL;"AVDA. DEL ATLáNTICO, 359; BAJO";SANTA LUCÍA;LAS PALMAS;35110;Restaurant
Telefónica;POSADA LOS ARQUILLOS;PASEO DE LOS ARQUILLOS  1-2º;VITORIA;ALAVA;01001;
Telefónica;MC DONALDS GETAFE III;AVDA. JUAN CARLOS I, S/N;GETAFE;MADRID;28905;Restaurant
Telefónica;MC DONALDS PUERTO OLIMPICO;LOCAL COMERCIAL 20 - SECTOR MUELLE DE RIBERA;BARCELONA;BARCELONA;08005;Restaurant
Telefónica;OCCIDENTAL GRAND FUERTEVENTURA****;AVDA. DE LOS PUEBLOS, P12. 35625 ESQUINZO BUTIHOND;FUERTEVENTURA;LAS PALMAS;35625;Hotel
Telefónica;RESTAURANTE EL RECUENCO;"C/ EMPLEO, 28; BAJO";GETAFE;MADRID;28906;Restaurant
Telefónica;IBC TRES CANTOS;J. ORTEGA Y GASSET,25 BAJO;MADRID;MADRID;28006;Educational Institute
Telefónica;TIENDA TEABLA BARICENTO TIENDA L-037;CTRA. NACIONAL 150, KM. 6,7;BADIA DEL VALLÉS;BARCELONA;08210;Club
Telefónica;HOTEL MARTE;DR. INGRAM, 20;PUERTO DE LA CRUZ;TENERIFE;38400;
Telefónica;TIENDA TEABLA SANTA ANNA, 12;C/ SANTA ANNA, 12;GRANOLLERS;BARCELONA;08400;Club
Telefónica;TIENDA TEABLA CC SANT CUGAT;"CARRETERA DE RUBI, 58; BAJO (LOCAL TIENDA TEABLA)";SAN CUGAT DEL VALLÉS;BARCELONA;08170;Club
Telefónica;TIENDA TEABLA C.C. BARICENTRO;CTRA. NACIONAL 150, KM. 6,7;BADIA DEL VALLÉS;BARCELONA;08210;Club
Telefónica;TIENDA TEABLA C.C. PANORAMIS;MUELLE DE PONIENTE 6;ALICANTE;ALICANTE;03001;Club
Telefónica;HOTEL AC FERIA DE MADRID****;VIA DE LOS POBLADOS, Nº 3;MADRID;MADRID;28033;Hotel
Telefónica;MC DONALDS CARLOTA;AVDA. MARíTIMA, 6 BAJO;ARONA;TENERIFE;38660;Restaurant
Telefónica;MC DONALDS PARQUE-STA.CRUZ;C/ PUERTO ESCONDIDO, 4-A;SANA CRUZ DE TENERIFE;TENERIFE;38002;Restaurant
Telefónica;MC DONALDS VECINDARIO FS;"C/INSULAR, 48; BAJO";SANTA LUCÍA;LAS PALMAS;35110;Restaurant
Telefónica;VIVECO GESTIÓN / HECOP;C:\ JOSEFA VALCARCEL, 8-3º, MADRID;MADRID;MADRID;28027;Club
Telefónica;MC DONALDS PUERTO DE LA CRUZ;AVDA. COLóN, 5;PUERTO DE LA CRUZ;TENERIFE;38400;Restaurant
Telefónica;TIENDA TEABLA C.C. BASSA EL MORO;AV. GUIRNEY, 1;PETRER;ALICANTE;03610;Club
Telefónica;MC DONALDS LA SALLE;"AUREA DíAZ FLORES, 8; LOCAL 2-3";S/C DE TENERIFE;TENERIFE;38005;Restaurant
Telefónica;MC DONALDS PELAYO;C/ PELAYO, Nº 62;BARCELONA;BARCELONA;08001;Restaurant
Telefónica;HOTEL VISTA HERMOSA2;CTRA FELANITX KM. 6 BAJO;PORTOCOLOM;ILLES BALEARS;07670;Hotel
Telefónica;H. ASTURES ***;"CAMPO DE LOS PATOS 7; BAJO";OVIEDO;ASTURIAS;33010;
Telefónica;MC DONALDS TENERIFE - LAS AMéRICAS;ARQ. GóMEZ CUESTA, S/N;ARONA;TENERIFE;38660;Restaurant
Telefónica;MC DONALDS NUEVO CENTRO;AVDA. PíO XII, Nº 2, LOCALES 52,53,54;VALENCIA;VALENCIA;46009;Club
Telefónica;FINCA AMAPOLA. HOTEL RURAL;CARRETERA CAMPOS/SA RAPITA;SA RÁPITA;ILLES BALEARS;07630;Hotel
